Memorial,Zone,Text
Royal Naval Association Uttoxeter Memorial,,
Royal Naval Medical Services Memorial,5,"ROYAL NAVY MEDICAL BRANCH Map 
The Royal Naval Medical Service memorial commemorates the dedication that generations of 'medics', from all the constituent parts of the RNMS, have given to the care of patients and the advancement of naval medicine. 
The memorial was unveiled on 23 September 2016 by Surgeon Commodore P J Buxton OBE QHP FRCR RN Medical Director General (Naval). 
There have been medical personnel on HM Ships throughout history; initially referred to as ""Saw - bones"" because their main task treating sailors injured in battle usually meant limb amputations! 
In 1833, the Admiralty established the Medical Branch and deemed that all naval vessels should carry a ""Sick Berth Attendant"". 
Medical ratings both work and train alongside the QARNNS both at sea and in hospitals. 
They serve in all Naval establishments both at home and abroad and are present on board most Naval vessels and as field medics in the Royal Marines "
"Royal Naval Patrol Service Memorial ; 'HMS Europa, (RNPS)'",6,"ROYAL NAVAL PATROL SERVICE (Harry Tate’s Navy)
As part of its preparation for WW2, the Admiralty requisitioned fishing boats and their crews and named them the Royal Naval Patrol Service, which came under the auspices of HMS Europa. They were trained to use sonar for mine clearance and locating German U -Boats. Over the course of the war, the number of boats rose to 6,000, crewed by 70,000 men. HMS Europa was a Royal Navy Shore establishment active during World War 2 as the central depot for the Royal Naval Patrol Service (RNPS) It was established after the commandeering of Sparrows Nest Gardens, a private residence in Lowestoft"
Royal Naval Review,,
Royal Navy Artificers Memorial,7,Royal Navy Artificers Memorial
Royal Navy Coastal Forces Memorial,5,"Royal Naval Coastal Forces Memorial
The Coastal Forces Veterans’ Association was formed in 1974 by crews who served in the Royal Navy from 1939 to 1957 in the ‘Little Ships’."
Royal Navy Engineers Benevolent Society Memorial,,
"Royal Norfolk Regiment, Suffolk Regiment and Cambridgeshire Regiment Memorial ; Anglian Regiment",8,"ROYAL NORFOLK Regt; SUFFOLK Regt; CAMBRIDGESHIRE Regt
The Norfolk and Suffolk Regiments can both trace their history back to 1685, when they were formed to suppress a rebellion. They underwent a number of re-organisations and changes of role over the years, but eventually came together in 1959 as the 1st East Anglian Regiment. They were finally disbanded in 1967. The Cambridgeshire Regiment was more of a Territorial Army or volunteers’ regiment, dating back to 1860 but was also disbanded in 1967. Many of them were in Singapore at the time of its surrender in 1942 and spent the rest of the war as prisoners of the Japanese, with the awful conditions and experiences that we now know about. Their lineage is carried on today in the Royal Anglian Regiment."
Royal Norwegian Navy,7,"Royal Norwegian Navy 
Sponsored by the Royal Norwegian Navy this avenue holds native species of silver birch trees from Norway together with memorial plaques commemorating Norway’s important involvement in protecting the Merchant Convoys of the Second World War. "
Royal Observer Corps,13,"ROYAL OBSERVER CORPS
The Royal Observer Corps was a Civil Defence organisation operating between October 1925 - December 1995 which was tasked with spotting, identifying and tracking enemy aircraft.
Composed mainly of civilian spare-time volunteers, ROC personnel wore a Royal Air Force style uniform. They were originally called the Observer Corps but were awarded the title Royal by King George VI in April 1941, in recognition of service carried out by Observer Corps personnel during the Battle of Britain.
The Corps was disbanded in 1995 following the end of the ‘Cold War’."
Royal Observer Corps Seaborne Wing,13,Royal Observer Corps Seaborne Wing
Royal Regiment of Fusiliers Memorial,,
Royal Regiment of Scotland,,
Royal Scots Dragoon Guards,,
"Royal Scots, The",,
Royal Tank Regiment,,
Royal Ulster Constabulary George Cross Way (RUC GC Way),3,"ROYAL ULSTER CONSTABULARY AND PSNI
The Royal Ulster Constabulary was renamed The Police Service Northern Ireland in 2001 and the PSNI memorial is the tall black tablet on our right. The 6 blocks of stone to our front were quarried from the 6 counties and are placed to form a symbolic map of Northern Ireland (Ulster). They commemorate, in particular, the 312 Police Officers who lost their lives to terrorist action, and many thousands who were injured or maimed during the period from 1922 - 2001. The RUC was awarded a collective George Cross and the pathway is known as the RUC George Cross Way. It is lined with 38 Yew trees, representing 38 police subdivisions in the Province, as named on the stone plaques as you walk along. .The George Cross (GC) is the highest award bestowed by the British government for non-operational gallantry or gallantry not in the presence of an enemy. The first stone bench on the left was placed by the RUC Widows Association."
Royal Welsh Regiment Memorial,,
Salvation Army Memorial,1,"Salvation Army Memorial
General William Booth founded The Christian Mission in 1865. The organisation was renamed The Salvation Army in 1878. Members came from all walks of life and were to be found in both the Royal Navy and the regular Army. The Salvation Army oŽers practical support, unconditional friendship and practical help to people of all ages, backgrounds and needs. The two outstretched hands on the glass panel symbolise hope and help."
Sapper Support,,
Scouting Memorial,2,"Scouting Memorial
Remembers the service given by Scouts across communities and throughout the Armed Forces and recognises the diŽerence Scouting has made. The design features stone seating circling a roaring campfire that moves and flickers. Three young Scouts, carved from solid stone, rest around the fire as if tired from a long and active day, while their adult leader keeps watch over them. A lone neckerchief next to them represents all the missing Scouts. The scene is one of peace and warmth that captures the essence of Scouting’s spirit of global friendship and adventure."
Second Tactical Air Force Memorial,,
Sensory Play Garden,,
Shackleton Association Memorial,,"SHACKLETON ASSOCIATION 
The Shackleton Association was conceived and founded in 1987 by John Botwood, who quickly assembled a dedicated group of mainly ex RAF members who had been associated with the Avro Shackleton during their service career and who were determined that the memory of this great aircraft should never be forgotten."
"Shaw, Saville and Albion Ltd Memorial",4,"Shaw Savill & Albion Co Ltd 
Shaw Savill & Albion Co Ltd was a British shipping company that operated ships between Great Britain, Australia and New Zealand. 
The memorial, donated by the Shaw Savill Society, is dedicated to all who served in the ships of the Shaw Savill & Albion Co Ltd during the Second World War and especially to those who made the supreme sacrifice in the ships that were lost as a result of enemy action. "
Sherwood Rangers Yeomanry Memorial,7,"Sherwood Rangers Yeomanry 
The Sherwood Rangers Yeomanry (SRY) is one of the five squadrons of the Royal Yeomanry (RY), a light cavalry regiment of the Army Reserve. Designated as 'A' Squadron, the Sherwood Rangers Yeomanry's current role is to support the Light Cavalry Regiments on operations by providing skilled reconnaissance soldiers. 
Originally raised as the Nottinghamshire Yeomanry Cavalry in 1794, the Regiment was used on several occasions in the 19th Century to maintain law and order. Since 1900, the Regiment has seen overseas service during the Second Boer War and both World Wars, earning 44 battle honours during these campaigns."
Shot at Dawn Memorial,,
Showmen's Guild of Great Britain,,
Shrievalty Avenue,,
Shropshire Yeomanry Memorial Plinth,7,"Shropshire Yeomanry Plinth 
The Shropshire Yeomanry date their origin to the raising of the Wellington Troop in 1795 during the French Revolutionary Wars. 
The memorial was dedicated on Saturday 13 March 2010 by Colonel Evans, President of the Association. It was built by Bob Sadler after a ‘buy-a-brick’ scheme organised with Association members to raise funds. The central plaque was produced by stone mason John Beer."
Sikh Memorial,,
Small Arms School Corps Memorial,,
"Soldiers, Sailors, Airmen and Families Association (SSAFA) Memorial",2,"SSAFA MEMORIAL 
SSAFA was originally formed in 1885 as the Soldiers, Sailors and Families Association. Within days of the outbreak of WW1, SSAFA was called upon to assist the Government to ensure that families didn’t suffer hardship when the men were called up. It was brought in to provide some of the structures and service which would automatically be provided by the State today. It was the only national Service charity in existence at that time and was already a well-respected organisation. 
The name changed in 1919 after the formation of the RAF to become Soldiers, Sailors, Airmen and Families Association SSAFA. 
Today the charity has professional staff supported by around 7,000 volunteers they help around 90,000 people every year."
Soroptimist International,,
South Atlantic Medal Association memorial and the Antelope Garden ; 'Falkland Islands Campaign Memorial',5,"FALKLANDS MEMORIAL (South Atlantic Medal Association) 
In 1982, the Argentinians invaded the Falkland Islands; they have long believed the islands belonged to them and refer to them as The Malvinas. Britain's response was to send a Task Force to liberate them, whilst this was successful, it came at a price, and 255 service personnel lost their lives. 
As war was never declared this is referred to as the Falklands Conflict not war. 
The purpose of this memorial is threefold: 
1. To honour the Task Force; 
2. To remember those who gave their lives; 
3. To inform visitors about this important event in our history. 
The rocks are from the Falklands, and the Azaleas are a species created by a local garden centre called ""Azalea Antelope"" in memory of HMS Antelope, a Type 2l Frigate lost in the conflict. 
The plaque on the reverse of the central rock commemorates the 3 female Falkland Islanders who lost their lives during the conflict. 
The wall of Cotswold stone is modelled on the memorial that stands at San Carlos Cemetery. The central plaque on the wall shows the crest of Joint Service Operations, which is flanked by the 6 services that played a role in the conflict. 
The plaque at the base of the wall shows an outline map of the Atlantic Oceans and gives an indication of the vast distances the Task Force had to travel before engaging the Argentinians. 
Some stats: 
Human losses: 255 British; 3 islanders; 649 Argentinians. 
Ship losses: 4 - HM Ships Sheffield; Ardent; Antelope; Coventry. Argentinian ARA Belgrano 
Merchant Navy ship losses: I - Atlantic Conveyor with its cargo. 
Royal Fleet Auxiliary ships losses: 2 - Sir Tristram and Sir Galahad; 56, mostly Welsh Guards, died on the latter 

At the time of her sinking Captain Hart-Dyke was the Captain of HMS Coventry, his daughter is Maranda Hart the actress and comedian"
Special Constabulary Memorial,2,"Spiritualists’ National Union Memorial
This memorial was dedicated in memory of Spiritualists who have served and continue to serve in the British and Commonwealth Armed Forces, and all Spiritualists who have served their country in times of conflict. The design comprises a circular bench made from polished beige granite topped with curved coping slabs to form a seat. Within the bench are seven curved pieces of Balmoral red granite, each one bearing symbolic words. The internal floor of the circle is paved with the same types of granite, depicting a seven-pointed star. Standing in the centre of the circle is an obelisk with a pyramid top."
Spiritualists' National Union Memorial,,
Staff Sergeant Phil Currass Memorial,,
Staffordshire Regiment Memorial,,
Staffordshire Yeomanry Memorial,7,"Staffordshire Yeomanry Memorial 
The Staffordshire Yeomanry memorial plaque commemorates those who gave their lives in the campaigns of The Boer War, The First World War (The Great War) and The Second World War."
Stick Man Sculpture,,
Stillbirth and Neonatal Death Charity Memorial (SANDS),9,"THE SANDS GARDEN 
Stillbirth and Neonatal Death Charity 
The aims of the SANDS organisation aim is to save babies lives and to support bereaved families 
SANDS was founded in 1978 and aims to support anyone affected by the death of a baby, providing services to parents and their families, promoting changes in antenatal practice and funding research that could help to reduce infant mortality rates. 
The garden has been designed to reflect the emotional journey that many parents face when coming to terms with their bereavement, starting with harsh foliage which becomes progressively softer as you move along the path. 
It is a very quiet and tranquil place for people to remember. 
At the heart of the garden is the Portland stone sculpture of a baby and the SANDS logo which represents an eye and a glass teardrop set into the ground. "
"Stirling X9-Y, 299 Squadron Memorial",,
Submariners Memorial,5,"The Submariner Memorial 
In 1921 the sum of £2130 was raised by public subscription to create a “Memorial tablet to the Officers and Men of the Submarine Service R.N.” on the Embankment. It was dedicated in June 1922 and remains a very important place in the hearts and minds of all submariners. Yet the Embankment is not the most peaceful nor easiest place to meet for collective or private acts of remembrance or for quiet reflection. Moreover, the Embankment Memorial recognises submarines lost in the two world wars but not the submariners lost since then. 
In the years since its opening the National Memorial Arboretum has grown into the centre of national remembrance and all armed and public services and many of their units and branches have placed memorials on this site. Indeed, the Submariners Association placed a small plaque here to submarines lost in the wars and another to our VC winners when the Arboretum opened. 
In recent years, however, there has been a growing call for a more fitting memorial for the nearly 6000 submariners who have given their lives in service and, for the first time, to have a memorial which recognises the sacrifice of their families. This was acknowledged in July 2019 when a group of retired submariners came together to form a charity - The Submariner Memorial Appeal. 
The aim was not only to raise funds, plan and install a new memorial, but in the process to bring the disparate elements of the submarine community together. The appeal was launched by the then Second Sea Lord in front of HMS ANSON in Devonshire Dock Hall at BAES Barrow-in-Furness on 28 February 2020 and a public competition to find ideas to inspire a professional designer announced. 
From over 600 entries, three age category winners and one overall winner were chosen and their designs given to three carefully selected professional sculptors. The sculptors were given wide latitude to be inspired by the winning entries but not to have to reproduce them. The resulting designs were all very different but all impressive, however, Paul Day’s entry immediately engaged the Board’s emotions and caught the spirit of the submarine service. 
Whilst Paul progressed the detailed design and casting of the memorial, fundraising ramped up. Around £500,000 would be needed. The appeal was very lucky to receive two particularly significant donations from the Gosling Foundation and from an anonymous donor. Submarine Industries were also very generous with 21 separate companies contributing. Livery companies, the Freemasons, the Royal Naval Royal Marine Charity, the RN Association and our submarine charities all supported the appeal and many individual contributions were made through crowd funding and a wealth of individual fundraising activities. These included running, rowing, cycling, painting, drawing, printing, coining (selling commemorative coins), writing, merchandising and more. The standout individual effort was Mr Graham Bishop who completed the London Marathon dressed as a model of a submarine.The money was raised in time for the turf to be cut by Diana Mayes, 100yr old widow of Lt Gordon Noll, CO of HMS UNTAMED and a young submariner from HMS VIGILANT on 6 September 2021. 
The memorial itself is 3500kg of bronze sculpted into a divided fin of a submarine with the lone figure of a submariner standing between the two halves looking to the surface. On one outer side of the fin is a frieze of families waiting for the return of their loved ones and on the other fin the Churchill quote: 
“Of all the branches of men in the forces there is none which shows more devotion and faces grimmer perils than the submariners.” 
The memorial is on a long low mound to give the idea that the rest of the boat is just below the water. An interpretation board is sited by its ‘port bow’. On this is a QR code which links to a new Online Book of Remembrance gifted to the Appeal by the Friends of the RN Submarine Museum. 
This is a very significant piece of work in it is own right, it features the most detailed and well researched list of those who gave their lives in service in submarines. It will allow people to add stories and photographs of those whom they have lost and the QR code will be shared with all the other submarine memorials (over 60) around the country. Funds have been set aside to add it to the Embankment Memorial as well. 
The Submarine Service was formed in 1901 when 6 officers and a number of ratings started submarine training. That same year the British Government placed an order for 5 American Holland class submarines to be built under licence by Vickers Sons and Maxim Ltd at Barrow-in-Furness. HMS Holland 1 launched in January 1902. 
Although some senior personnel within the Admiralty saw little point in submarines, Britain pursued an energetic submarine programme and by 1910 had 61 operational submarines. 
Submarines played a major role in both world Wars and a total of 14 VCs were awarded to submariners. 
From the start of the submarine programme, a total of 174 submarines have been lost - the majority during the two World Wars. The last submarine to sink was in 1971 when HMS Artemis sank alongside the jetty at HMS Dolphin during refuelling. "
Suez Maru Memorial,8,"SUEZ MARU MEMORIAL
Here we have the brick memorial for those who died in 1943 when the Suez Maru, a Japanese transport ship carrying British and Dutch prisoners of war, was torpedoed by an American submarine. Some prisoners escaped the sinking but were then shot in the water by the Japanese. The pillar consists of 414 limestone cubes, one for each of the British prisoners who died. Maru’ means merchant ship. The second cairn lists the names of the 26 Japanese merchant ships carrying prisoners of war and/or civilians on what became known as ‘HELL SHIPS’, that were sunk by Allied action with the loss of more than 19,000 lives. It includes the Suez Maru, giving a figure of 546 casualties which includes those who were other than British (mostly Dutch). The wooden crosses around the edge give the location of military cemeteries. The top name is the country or island where it is situated and the lower name that of the cemetery itself."
Suez Veterans Association,9,"SUEZ VETERANS 
The Armed Forces Veterans who served in the Suez Canal Zone during the 1950’s are remembered on the corner of the avenue here. We have this lovely pyramid, palm trees and the Suez Canal itself is represented by the blue channel.
You will see from the board that many of the bases were RAF and although we generally regard 1956 as the year of the ‘Suez Crisis’, the troubles actually began as early as 1951, when an Egyptian policy of non-cooperation with the British began.
This led to acts of sabotage and guerrilla attacks on British personnel and their families.
The information board half-way down gives a timeline of British involvement in Egypt.
Being posted to Egypt was generally regarded by members of our Armed Forces as ‘The worst posting in the world!’
Dedicated in 2004
It is rich in symbolism from the Suez Canal region
This includes palm trees, a thin blue line of glass representing the canal and a pyramid shaped monument
The Suez Emergency was from 16 October 1951 to 19 October 1954 and servicemen were deemed to be on “active service”
This service was not recognised by the award of a General Service Medal until 2003"
Sultan of Oman's Armed Forces Memorial,7,"SULTAN OF OMAN’S ARMED FORCES MEMORIAL
The truncated pyramid-shaped plinth with its map, inscription and badge, form a memorial in recognition of all who served in or supported the Armed Forces of the Sultanate of Oman. 
Since their formal establishment in the early 1950s,with British assistance, these forces have twice overcome insurgencies which have threatened the integrity or social structure of the state and, more recently, have contributed contingents or facilities to coalitions formed to protect the Persian Gulf states. They still have a close relationship with the British Military."
Sumatra Railway Memorial,8,"SUMATRA RAILWAY
Sumatra connected Muaro with Pekanbaru Like the Burma railway, the Sumatra Railway was built in extremely unhealthy, brutal conditions. About 5,000 Allied POW’s and 30,000 local people were forced to take part in the construction and many thousands lost their lives. It took 9 months to construct; was 140 miles long; 700 POWs and 25,000 local slaves died (known as Romusha). This display shows the methods used in its construction. The railway was finished on the day the war ended, August 15th, 1945 which is now known as VJ Day and was only ever used to transport the prisoners out of Sumatra on their way home."
The Beat (Police Memorial Avenue),,
The Catenian Association,2,"The Catenian Association Memorial
The Association
The Catenian Association is an organisation of Catholic men whose prime aim is to provide a network of support and friendship amongst its members and their families including widows. Members support the Church both locally and nationally. The Association believes strongly that it should support the development of young people. As part of this commitment, there is a Bursary Fund which provides grants to young people undertaking community projects and helping at Lourdes. Catenians are members of the Catholic Youth Ministry Federation and sponsor the major youth rally ‘Flame’ held every two years at Wembley Arena. In recent years, the Association has developed beyond Great Britain to Australia, Malta, India, Southern Africa, Ireland, Bangladesh and Nazareth. The Memorial The memorial is situated in a very pleasant location alongside the Royal British Legion poppy field. It is immediately opposite the police memorial. It is a very peaceful location surrounded on three sides by trees representing a place for peaceful reflection. The design is very simple topped with the Catenian Association emblem which is very distinctive as you approach. The emblem represents a chain (“catena” is latin for chain) This is meant to symbolise togetherness, friendship and support. The memorial is in memory of members of the Association and their families and friends who suffered, were wounded or gave their lives in conflicts since its formation in 1908. It was designed to be an all embracing memorial and it is hoped that people will visit it as an opportunity to reflect on all loved ones who are no longer with us."
The Fisgard Association Memorial,,
The London Scottish Regiment Memorial,,
The National Memorial To The Evacuation (The British Evacuees Association),6,"EVACUEES (EVERY WHICH WAY)
During WW2, the decision was taken to move a number of vulnerable people, mostly children, away from the dangers of German bombing raids into safer areas. This was necessary as the country was at total war and later statistics showed that more civilians than military personnel were actually killed during the conflict. Some 3.5 million people were evacuated, and the design of this memorial conveys some of the anxiety and confusion of the child evacuees through deliberate distortion of the figures - some hands are reversed and torsos twisted through 180 degrees. The split open luggage represents how families were torn apart by the evacuation process. The memorial was unveiled in the presence of the Duke of Gloucester by Michael Aspel, who was evacuated during WW2 from London to Somerset, aged 7. The memorial remembers over 3 million evacuees, mostly young children,who were evacuated from cities to the countryside to keep them safe from the bombing. But it wasn't only children evacuated - Over 100,000 teachers, around 500,000 mothers with children under 5 years, 13,000 pregnant women and 70,000 people with disabilities. The evacuation started on 1st September 1939 (code name Operation Pied Piper)."
The Royal Antediluvian Order of Buffaloes Memorial,2,"THE ROYAL ANTEDILUVIAN ORDER OF BUFFALOES
The order was started in 1822 and is commonly known as ""The Buffs"". They claim to be the largest fraternal organisation in the UK. It is now a global organisation. 
RAOB aid their members, their families and dependants of former members and charitable organisations. As with all the other fraternal organisations e.g The Free Masons, Oddfellows, they also saw service in both WWs. 
In WW1 they raised money and supplied ambulances to aid the war effort and the ambulances were often driven by volunteer Buffs. In total 22 members of this organisation were awarded Victoria Crosses. 
The key values are justice, truth and philanthropy and their principle aims are friendship, charitable works, social activity, mutual support and care."
The Western Front Grove,1,"The Western Front Association Grove
All the hornbeam trees in the Western Front Association Grove were grown from the only tree left standing in Delville Wood after the Battle of the Somme. Each tree has been dedicated by the Birmingham branch of the WFA.
The Western Front Association Grove compliments the nearby Western Front Association Memorial which is dedicated to 956,703 British Empire men and women who died in the First World War. The stone memorial is inscribed with words from Binyon’s poem, ‘For the Fallen’ and Sassoon’s poem, ‘Aftermath’. The Western Front Association (WFA) is an historical interest group established in 1980 by noted military historian John Giles and has a worldwide membership of over 6,500. The WFA supports many remembrance and research projects, including the renovation of battlefield memorials."
Tobruk Memorial,,
TOC H Memorial,,
Ton Class Minesweepers Memorial,5,"TON CLASS MINESWEEPERS 
116 of these little ships were built and were known as the ""Ton"" class because they were all named after a town or village finishing in the word 'Ton"", e.g. Castleton, Kirkliston. 
Although their superstructure was made from aluminium and other non-ferromagnetic materials, yet again, their hulls were made from wood, in this case mahogany planking; however, the final one, HMS Wilton, built in 1971, was made completely of fibre glass. 
Their role was to detect and destroy surface and seabed mines in shallow coastal waters, rivers, ports and harbours and they were deployed all over the globe. 
The Ton Class Memorial Plaque was dedicated in proud and affectionate memory of the 117 Minehunters of the Ton Class, and the generations of young officers and men who served in all corners of the globe between 1953 and 1993. The plaque also commemorates the men of HMS Fittleton who lost their lives on 20 September 1976. 
HM King Charles, while Prince of Wales, served as CO of HMS Bronington during the 1970s. 
An additional a plaque commemorates an oak tree grown by Bryan Player in Solihull who picked up an acorn on the Meridian Line at Greenwich Royal Park in 1987 at the founding of The Ton Class Association. It was planted at the Arboretum on 10 September 2000. "
Townswomen's Guild,1,"Townswomens Guild
The Townswomen’s Guild Memorial is dedicated to those who have served in HM Forces or in civilian services and died as casualties of war, civil conflict or peacekeeping . It was unveiled by HRH The Princess Royal, Patron of the Townswomen’s Guild, on 5 October 2017. The memorial was funded by donations from Guild members, who raised over £15,000 through coffee mornings and imaginative initiatives. The Townswomen’s Guild was formed in 1929 but has its roots in the suffrage movement of the late 19th Century. During the Second World War many member of the Guild were conscripted, worked in hosptials, civil defence, factories or on the land. Others used their organisational skills to assist in the maintenance of civil society and staged shows and concerts to boost morale. Townswomen’s Guild is one of the largest women’s organisations in the UK with approximately 600 Guilds and 24,000 members. The Guild has seen significant growth in recent years from those attracted by the events, friendship, crafts and opportunities to campaign on social issues offered collectively and by individual Guilds around the country."
"Tree of Cherished Memories, The",2,"Tree of Cherished Memories 
The Tree of Cherished Memories is a magnificent four metre sculpture by artist Jill Berelowitz. Nestled amongst a landscaped wooded glade, this magical tree creates an alternative Remembrance space for all. Cast in bronze, the Tree of Cherished Memories is steeped in symbolism. Immortalising one of the Arboretum’s very own hawthorn ‘Crataegus’ trees, the design represents a peaceful connection between humanity and nature. Its interwoven trunk and visible roots emanate strength and determination, and the globe-like crown of the tree symbolises connection and togetherness. On the ground, a growing seedpod represents youth and new life. Glinting bronze leaves and figurative dancers are entwined within the branches and will continue to grow as personal dedications are added. Beautiful leaf and figurative elements of the sculpture can be individually commissioned as a dedication to a loved one, or to mark special occasions for celebration and Remembrance. If you wish to locate a dedication that has been made on the tree, please speak to a member of our team."
Trees of Life Glade,2,Trees of Life Glade
Trefoil Guild Memorial,1,"Trefoil Guild Memorial
The Trefoil Guild was formed in 1943 and is part of the Guiding Association. The memorial gives a brief history
of the organisation and is accompanied by a copper beech (Fagus sylvatica f. purpurea) which is dedicated to the women and men who serve their communities and help Guiding and Scouting thrive across the United Kingdom."
Trenchard's Legacy,9,Trenchard's Legacy
TS Exmouth Memorial,4,"Training Ship Exmouth 
This memorial plaque commemorates all the officers and boys who served on the Training Ship Exmouth (off Grays, Essex 1876-1942) and later as the London Nautical Training School (1942-1951). 
Having completed their training, the boys served in all branches of the Armed Forces, the Merchant Navy and the fishing fleets. 
In September 1939, at the outbreak of the Second World War, the boys were evacuated from the ship to Burnham on Crouch in Essex. In July 1940, they were moved on to Lydney in Gloucestershire, which became their main base for the duration of the War. A third move took them to them to temporary quarters at Bray Court, near Maidenhead, before finally locating to their last home at Wolverstone Hall in Suffolk. 
The ship was used by the London Fire Brigade as River Fire Station until 1942. It then moved to Scapa Flow where it was commissioned as HMS Exmouth, a depot ship used for the welfare, recreation and training of the crews for minesweepers and submarines. 
Following the Second World War HMS Exmouth returned to the River Thames and finished her days as HMS Worcester at Greenhithe. 
At the bottom of the memorial plaque is a dedication to those who gave their lives in Service which is accompanied by the quote “We Few, We Happy Few, We Band of Brothers” taken from William Shakespeare's play, Henry V. 
It was installed by the T.S. Exmouth Association in 2003."
TS Indefatigable Memorial,4,"Training Ship Indefatigable 
This memorial is in tribute to all boys from Indefatigable Training Ship and School (1864 – 1995) especially remembering those who lost their lives in service of their country. 
The first Indefatigable was an ex Royal Navy wooden frigate which was moored off Rock Ferry, on the Birkenhead side of the Mersey until 1914. The trainees, typically poor and orphaned boys whose fathers were seamen, were trained for a life at sea and actually lived on board the ship. The ship’s gun deck was converted to accommodate 200 boys in hammocks. 
The second Indefatigable (previously HMS Phaeton) entered service as a Training Ship on 15 January 1914 and continued to train boys in seafaring until 1941. During the Second World War the heavy bombing of Liverpool made it unsafe to stay in the River Mersey. The school found temporary shore-based premises near Ruthin in Wales before moving to a mansion at Plas Llanfair at Anglesey in Wales in December 1944. 
The School closed in July 1995, after which the premises was sold to the MOD who agreed to retain the name in the title of the new establishment; hence The Joint Service Mountain Training Centre Indefatigable."
"TS Mercury, HMS Worcester, Conway, SATS General Botha, Nautical College Pangbourne Memorial",4,"TS Mercury, HMS Worcester, Conway, SATS General Botha, Nautical College Pangbourne Memorial 
This memorial, which was re-dedicated on the 3 September 2016, is to the five following Training Ships and Nautical Colleges: 
The Training Ship HMS Conway 
The Nautical College Pangbourne 
The Training Ship Mercury 
The South African Training Ship General Botha 
The Incorporated Thames Nautical Training College, H.M.S. Worcester 
Made of black polished granite it displays the badges of each Training Ship and Nautical College with their names inscribed beneath. It includes the following inscription at the bottom: 
Dedicated to the memory of the former cadets and staff of these Training Ships and Nautical Colleges who gave their lives in service of their country in times of war."
TS Vindicatrix Memorial,4,"Training Ship Vindicatrix 
The Vindicatrix was a British ship built in 1893. She sailed under a red ensign for 17 years until being sold to a German firm in 1910. After the First World War she was repossessed and given to the Shipping Federation. Having been located in London Docks for some time she was relocated to Sharpness Old Dock in Gloucestershire in 1939 where she became a training ship for boys entering the Merchant Navy. 
The Training Ship Vindicatrix memorial is made of grey flecked granite and displays the badge of the Association. It is dedicated to the estimated 70,000 boys who received their basic training for the Merchant Navy between 1939 – 1966 many of whom gave their lives in the Second World War. 
TS Mercury, HMS Worcester, Conway, SATS General Botha, Nautical College Pangbourne Memorial Map 
This memorial, which was re-dedicated on the 3 September 2016, is to the five following Training Ships and Nautical Colleges: 
The Training Ship HMS Conway 
The Nautical College Pangbourne 
The Training Ship Mercury 
The South African Training Ship General Botha 
The Incorporated Thames Nautical Training College, H.M.S. Worcester 
Made of black polished granite it displays the badges of each Training Ship and Nautical College with their names inscribed beneath. It includes the following inscription at the bottom: 
Dedicated to the memory of the former cadets and staff of these Training Ships and Nautical Colleges who gave their lives in service of their country in times of war."
Twin Towers Memorial,7,"Twin Towers Memorial 
Pays tribute to those who perished as a result of the terrorist attack on the World Trade Centre, New York on 11 September 2001, including 64 British Citizens. The memorial is sponsored by the communities of Herefordshire and Worcestershire and the Hereford and Worcester Fire Authority in recognition of the courage and dedication of New York’s emergency personnel."
Type 21 Frigates Memorial,5,"TYPE 21 FRIGATES 
The Type 21 frigate, was a British general-purpose escort that was designed in the late 1960s, built in the 1970s and served throughout the 1980s into the 1990s 
There were 8 ships in the class - all except HMS Amazon took part in the Falkland’s conflict. Two ships were lost: HMS Ardent was hit by bombs dropped by Argentine aircraft on 21 May and consumed by fire; HMS Antelope was hit by bombs on 23 May, one of which was set off by the bomb disposal team attempting to defuse it on 24 May, causing the ship to catch fire and setting off her magazines, resulting in her breaking her back and sinking."
UK Police Memorial,2,"POLICE MEMORIAL
More than 4000 men and women have given their lives in the service of their communities while wearing the uniform. On entering there is descriptive text and a ‘Sillitoe’ tartan, evoking the Police uniform. The space is entered through a tall doorway supporting a brass screen. The doorway represents a ‘threshold’ - the threshold to a different space and ‘the dangerous places where police go’. Leaf-shaped apertures represent service, sacrifice and particularly lives lost: Absence. The brass will weather while the gilt edges remain bright, and as the sun shines the paved surface will be lit by this gilded absence. The leaf-shaped ‘stage’ with two further low screens, creates a more intimate space - like a Lady Chapel within a church. Lawn space for more than 1500 people enables ceremonies and services. Occasional bench seating provides intimate, reflective spaces, tucked onto and backed by the slopes and ring of trees. Raised edges to the sunny circular glade surrounded by a bold and simple ring of trees impart a sense of enclosure and protection, the glade itself edged and embraced by the wilder more natural wooded part of the Arboretum."
Ulster Ash Grove,,
